"No.","Time","Source","Destination","Protocol","Length","Info"
"2241","32.749469","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2242","32.750678","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2244","32.751663","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2245","32.755365","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2246","32.755367","216.58.208.227","172.16.254.128","TLSv1.2","1322","Application Data"
"2248","32.762123","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data"
"2249","32.762193","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2251","32.762631","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2252","32.763324","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2254","32.763396","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2255","32.764654","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2257","32.764855","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2258","32.764999","172.16.254.128","216.58.208.227","TLSv1.2","96","Application Data"
"2260","32.767871","173.194.65.94","172.16.254.128","TLSv1.2","1514","Server Hello"
"2262","32.767873","173.194.65.94","172.16.254.128","TLSv1.2","1050","Certificate, Server Key Exchange, Server Hello Done"
"2264","32.768020","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2265","32.768638","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2267","32.768986","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2268","32.769820","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2270","32.770683","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2271","32.771147","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2275","32.775169","172.16.254.128","173.194.65.94","TLSv1.2","345","Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request, Hello Request, Hello Request"
"2277","32.777025","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2278","32.777231","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2280","32.777938","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2281","32.779415","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2282","32.779416","216.58.208.227","172.16.254.128","TLSv1.2","1430","Application Data[TCP segment of a reassembled PDU]"
"2284","32.779509","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2285","32.781050","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2286","32.781051","216.58.208.227","172.16.254.128","TLSv1.2","1430","Application Data[TCP segment of a reassembled PDU]"
"2288","32.781631","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2289","32.782172","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2291","32.783500","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2292","32.783624","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2294","32.786694","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2295","32.787176","172.16.254.128","173.194.65.94","TLSv1.2","107","Application Data"
"2296","32.787310","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2297","32.787312","216.58.208.227","172.16.254.128","TLSv1.2","1430","Application Data[TCP segment of a reassembled PDU]"
"2300","32.787540","172.16.254.128","173.194.65.94","TLSv1.2","104","Application Data"
"2301","32.787648","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2302","32.787707","172.16.254.128","173.194.65.94","TLSv1.2","96","Application Data"
"2305","32.788300","172.16.254.128","173.194.65.94","TLSv1.2","599","Application Data"
"2306","32.788381","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2307","32.788382","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2311","32.788754","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2312","32.789421","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2314","32.789535","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2315","32.790295","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2317","32.790367","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2318","32.790857","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2320","32.791078","172.16.254.128","216.58.208.227","TLSv1.2","96","Application Data"
"2322","32.792581","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2323","32.794648","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2325","32.798165","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2326","32.798166","216.58.208.227","172.16.254.128","TLSv1.2","1430","Application Data[TCP segment of a reassembled PDU]"
"2328","32.798644","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2329","32.798645","216.58.208.227","172.16.254.128","TLSv1.2","1430","Application Data[TCP segment of a reassembled PDU]"
"2331","32.808368","173.194.65.94","172.16.254.128","TLSv1.2","332","New Session Ticket, Change Cipher Spec, Hello Request, Hello Request"
"2332","32.813033","173.194.65.94","172.16.254.128","TLSv1.2","110","Application Data"
"2334","32.814635","173.194.65.94","172.16.254.128","TLSv1.2","96","Application Data"
"2335","32.814907","172.16.254.128","173.194.65.94","TLSv1.2","92","Application Data"
"2337","32.823572","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2338","32.826727","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2340","32.827600","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2341","32.827613","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2343","32.835966","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2344","32.835967","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2346","32.841695","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2347","32.850530","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2348","32.850539","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2349","32.850542","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data, Application Data"
"2350","32.850546","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2351","32.850549","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2352","32.850553","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2353","32.850557","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2354","32.850560","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2355","32.850564","216.58.208.227","172.16.254.128","TLSv1.2","1136","Application Data[TCP segment of a reassembled PDU]"
"2356","32.850567","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2357","32.850571","216.58.208.227","172.16.254.128","TLSv1.2","1430","Application Data[TCP segment of a reassembled PDU]"
"2360","32.853990","172.16.254.128","216.58.208.227","TLSv1.2","96","Application Data"
"2361","32.855581","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2362","32.855584","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2363","32.855585","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2364","32.855586","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2365","32.855587","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2366","32.855588","216.58.208.227","172.16.254.128","TLSv1.2","1262","Application Data[TCP segment of a reassembled PDU]"
"2367","32.855589","173.194.65.94","172.16.254.128","TLSv1.2","92","Application Data"
"2369","32.857709","173.194.65.94","172.16.254.128","TLSv1.2","681","Application Data"
"2372","32.871049","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2373","32.871051","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2374","32.871052","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2375","32.871052","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2376","32.871053","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2377","32.871053","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2378","32.871054","216.58.208.227","172.16.254.128","TLSv1.2","908","Application Data, Application Data"
"2379","32.871054","173.194.65.94","172.16.254.128","TLSv1.2","138","Application Data, Application Data"
"2381","32.871791","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"2382","32.872365","172.16.254.128","173.194.65.94","TLSv1.2","100","Application Data"
"2385","33.097874","172.16.254.128","216.58.208.227","TLSv1.2","193","Application Data"
"2387","33.117034","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"2388","33.117036","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data, Application Data"
"2389","33.117037","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2390","33.117038","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2391","33.117039","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2392","33.117040","216.58.208.227","172.16.254.128","TLSv1.2","1263","Application Data"
"2393","33.117041","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data"
"2395","33.118044","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2396","33.118055","216.58.208.227","172.16.254.128","TLSv1.2","1418","Application Data"
"2397","33.118056","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2399","33.118574","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data"
"2400","33.120875","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2401","33.120877","216.58.208.227","172.16.254.128","TLSv1.2","1394","Application Data[TCP segment of a reassembled PDU]"
"2403","33.122787","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2404","33.123078","216.58.208.227","172.16.254.128","TLSv1.2","1376","Application Data"
"2406","33.123362","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2407","33.123664","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data"
"2410","33.124655","216.58.208.227","172.16.254.128","TLSv1.2","1436","Application Data"
"2411","33.125153","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data"
"2414","33.126361","172.16.254.128","216.58.208.227","TLSv1.2","96","Application Data"
"2415","33.127303","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2416","33.127305","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2417","33.127306","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2418","33.127307","216.58.208.227","172.16.254.128","TLSv1.2","1292","Application Data[TCP segment of a reassembled PDU]"
"2419","33.127308","216.58.208.227","172.16.254.128","TLSv1.2","1300","Application Data"
"2422","33.127924","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2423","33.130206","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"2424","33.130208","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2425","33.130209","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2426","33.130210","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2427","33.130211","216.58.208.227","172.16.254.128","TLSv1.2","1214","Application Data"
"2428","33.130212","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2430","33.131144","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2432","33.132638","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"2433","33.132641","216.58.208.227","172.16.254.128","TLSv1.2","1394","Application Data"
"2436","33.132981","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2437","33.133695","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2439","33.134480","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2440","33.136691","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data"
"2441","33.136694","216.58.208.227","172.16.254.128","TLSv1.2","1436","Application Data"
"2442","33.136695","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2444","33.138041","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2445","33.138043","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data"
"2447","33.138813","216.58.208.227","172.16.254.128","TLSv1.2","512","Application Data, Application Data"
"2449","33.142677","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"2451","33.143716","172.16.254.128","216.58.208.227","TLSv1.2","96","Application Data"
"2453","33.300861","172.16.254.128","216.58.208.227","TLSv1.2","757","Application Data"
"2455","33.304174","172.16.254.128","216.58.208.227","TLSv1.2","167","Application Data"
"2458","33.309811","172.16.254.128","216.58.208.227","TLSv1.2","177","Application Data"
"2460","33.349780","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"2461","33.349782","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data, Application Data"
"2462","33.349782","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2463","33.349783","216.58.208.227","172.16.254.128","TLSv1.2","1384","Application Data"
"2467","33.352621","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"2468","33.352623","216.58.208.227","172.16.254.128","TLSv1.2","1394","Application Data"
"2469","33.352624","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2471","33.352866","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"2472","33.354006","172.16.254.128","216.58.208.227","TLSv1.2","96","Application Data"
"2473","33.355357","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"2474","33.355359","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2475","33.355361","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2476","33.355361","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2477","33.355362","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2478","33.355363","216.58.208.227","172.16.254.128","TLSv1.2","1190","Application Data[TCP segment of a reassembled PDU]"
"2479","33.355363","216.58.208.227","172.16.254.128","TLSv1.2","1418","Application Data"
"2481","33.358744","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"2482","33.358746","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2483","33.358746","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2484","33.358747","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2485","33.358748","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2486","33.358748","216.58.208.227","172.16.254.128","TLSv1.2","1154","Application Data"
"2488","33.359686","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data"
"2489","33.364479","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2491","33.364810","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2492","33.365840","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2494","33.367779","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2495","33.375481","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2499","33.377770","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2500","33.380577","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2501","33.380580","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2502","33.380581","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2503","33.380582","216.58.208.227","172.16.254.128","TLSv1.2","1346","Application Data[TCP segment of a reassembled PDU]"
"2504","33.380583","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2505","33.380584","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2506","33.380585","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2507","33.380586","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2509","33.382358","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2510","33.382361","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2513","33.384273","172.16.254.128","216.58.208.196","TLSv1.2","571","Client Hello"
"2514","33.385652","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2515","33.385655","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2516","33.385657","216.58.208.227","172.16.254.128","TLSv1.2","1388","Application Data[TCP segment of a reassembled PDU]"
"2517","33.385658","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2518","33.385660","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2521","33.388499","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2522","33.388502","216.58.208.227","172.16.254.128","TLSv1.2","1430","Application Data[TCP segment of a reassembled PDU]"
"2523","33.388503","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2526","33.392979","172.16.254.128","216.58.208.227","TLSv1.2","96","Application Data"
"2527","33.393845","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2528","33.393847","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2529","33.393848","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2530","33.393850","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2531","33.393851","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2532","33.393852","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2533","33.393852","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2534","33.393853","216.58.208.227","172.16.254.128","TLSv1.2","1178","Application Data[TCP segment of a reassembled PDU]"
"2535","33.393854","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2537","33.395690","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2538","33.395692","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2539","33.395694","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2540","33.395696","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"2541","33.395697","216.58.208.227","172.16.254.128","TLSv1.2","1304","Application Data[TCP segment of a reassembled PDU]"
"2542","33.395698","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"2545","33.399849","216.58.208.227","172.16.254.128","TLSv1.2","1340","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"2546","33.402886","172.16.254.128","216.58.208.227","TLSv1.2","96","Application Data"
"2548","33.403950","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"2550","33.404860","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"2552","33.405402","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"2554","33.411671","216.58.208.196","172.16.254.128","TLSv1.2","207","Server Hello, Change Cipher Spec, Hello Request, Hello Request"
"2555","33.419310","172.16.254.128","216.58.208.196","TLSv1.2","270","Change Cipher Spec, Hello Request, Hello Request, Hello Request, Hello Request"
"2557","33.420534","172.16.254.128","216.58.208.196","TLSv1.2","107","Application Data"
"2558","33.421044","172.16.254.128","216.58.208.196","TLSv1.2","104","Application Data"
"2560","33.421188","172.16.254.128","216.58.208.196","TLSv1.2","96","Application Data"
"2563","33.421751","172.16.254.128","216.58.208.196","TLSv1.2","524","Application Data"
"2565","33.431743","216.58.208.196","172.16.254.128","TLSv1.2","152","Application Data, Application Data"
"2566","33.432049","172.16.254.128","216.58.208.196","TLSv1.2","92","Application Data"
"2568","33.448460","216.58.208.196","172.16.254.128","TLSv1.2","325","Application Data, Application Data"
"2569","33.450030","216.58.208.196","172.16.254.128","TLSv1.2","479","Application Data"
"2571","33.451345","216.58.208.196","172.16.254.128","TLSv1.2","100","Application Data"
"2572","33.451674","172.16.254.128","216.58.208.196","TLSv1.2","100","Application Data"
"2578","33.694873","54.227.250.135","172.16.254.128","TLSv1.2","85","Encrypted Alert"
"2581","33.705894","54.227.250.135","172.16.254.128","TLSv1.2","85","Encrypted Alert"
"2644","34.153223","172.16.254.128","216.58.208.227","TLSv1.2","594","Application Data"
"2646","34.178656","216.58.208.227","172.16.254.128","TLSv1.2","257","Application Data, Application Data, Application Data"
"2647","34.182591","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"3321","35.537556","172.16.254.128","216.58.208.227","TLSv1.2","407","Application Data"
"3322","35.538129","172.16.254.128","216.58.208.227","TLSv1.2","96","Application Data"
"3325","35.588245","216.58.208.227","172.16.254.128","TLSv1.2","189","Application Data"
"3326","35.605681","216.58.208.227","172.16.254.128","TLSv1.2","517","Application Data"
"3328","35.609758","216.58.208.227","172.16.254.128","TLSv1.2","100","Application Data"
"3329","35.610113","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"3401","36.360306","172.16.254.128","216.58.208.238","TLSv1.2","158","Application Data"
"3402","36.360448","172.16.254.128","216.58.208.238","TLSv1.2","100","Application Data"
"3439","36.474247","216.58.208.238","172.16.254.128","TLSv1.2","540","Application Data"
"3440","36.474879","216.58.208.238","172.16.254.128","TLSv1.2","1514","Application Data"
"3441","36.474881","216.58.208.238","172.16.254.128","TLSv1.2","1412","Application Data[TCP segment of a reassembled PDU]"
"3443","36.475715","216.58.208.238","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"3444","36.475717","216.58.208.238","172.16.254.128","TLSv1.2","217","Application Data"
"3445","36.475717","216.58.208.238","172.16.254.128","TLSv1.2","1454","Application Data"
"3447","36.476758","216.58.208.238","172.16.254.128","TLSv1.2","1454","Application Data"
"3448","36.477204","216.58.208.238","172.16.254.128","TLSv1.2","1514","Application Data"
"3449","36.477206","216.58.208.238","172.16.254.128","TLSv1.2","1412","Application Data[TCP segment of a reassembled PDU]"
"3450","36.477206","216.58.208.238","172.16.254.128","TLSv1.2","1436","Application Data"
"3452","36.478927","216.58.208.238","172.16.254.128","TLSv1.2","1472","Application Data"
"3453","36.479107","216.58.208.238","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"3454","36.479108","216.58.208.238","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"3455","36.479109","216.58.208.238","172.16.254.128","TLSv1.2","672","Application Data"
"3457","36.479237","216.58.208.238","172.16.254.128","TLSv1.2","130","Application Data"
"3459","36.481902","216.58.208.238","172.16.254.128","TLSv1.2","100","Application Data"
"3460","36.483097","172.16.254.128","216.58.208.238","TLSv1.2","100","Application Data"
"3483","36.509059","216.58.208.238","172.16.254.128","TLSv1.2","100","Application Data"
"3543","36.782908","172.16.254.128","216.58.208.238","TLSv1.2","571","Client Hello"
"3545","36.799360","216.58.208.238","172.16.254.128","TLSv1.2","203","Server Hello, Change Cipher Spec, Hello Request, Hello Request"
"3546","36.802271","172.16.254.128","216.58.208.238","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"3548","36.803250","172.16.254.128","216.58.208.238","TLSv1.2","107","Application Data"
"3549","36.803370","172.16.254.128","216.58.208.238","TLSv1.2","104","Application Data"
"3551","36.803496","172.16.254.128","216.58.208.238","TLSv1.2","96","Application Data"
"3554","36.803989","172.16.254.128","216.58.208.238","TLSv1.2","281","Application Data"
"3555","36.804164","172.16.254.128","216.58.208.238","TLSv1.2","538","Application Data"
"3558","36.811594","216.58.208.238","172.16.254.128","TLSv1.2","110","Application Data"
"3559","36.811904","172.16.254.128","216.58.208.238","TLSv1.2","92","Application Data"
"3560","36.814292","216.58.208.238","172.16.254.128","TLSv1.2","96","Application Data"
"3561","36.824908","216.58.208.238","172.16.254.128","TLSv1.2","92","Application Data"
"3564","36.831853","216.58.208.238","172.16.254.128","TLSv1.2","408","Application Data, Application Data, Application Data"
