"Length","source-destination"
457,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
1514,"31.13.93.3,172.16.254.128"
208,"31.13.93.3,172.16.254.128"
54,"172.16.254.128,31.13.93.3"
1514,"54.231.10.92,172.16.254.128"
277,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
1514,"54.231.10.92,172.16.254.128"
294,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
457,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
1514,"31.13.93.3,172.16.254.128"
1514,"31.13.93.3,172.16.254.128"
1514,"31.13.93.3,172.16.254.128"
1514,"31.13.93.3,172.16.254.128"
1514,"31.13.93.3,172.16.254.128"
1431,"31.13.93.3,172.16.254.128"
54,"172.16.254.128,31.13.93.3"
83,"172.16.254.128,8.8.8.8"
88,"172.16.254.128,8.8.8.8"
307,"8.8.8.8,172.16.254.128"
66,"172.16.254.128,88.221.83.80"
66,"172.16.254.128,88.221.83.80"
1514,"54.231.10.92,172.16.254.128"
304,"54.231.10.92,172.16.254.128"
60,"88.221.83.80,172.16.254.128"
60,"88.221.83.80,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
54,"172.16.254.128,88.221.83.80"
54,"172.16.254.128,88.221.83.80"
281,"172.16.254.128,88.221.83.80"
281,"172.16.254.128,88.221.83.80"
60,"88.221.83.80,172.16.254.128"
60,"88.221.83.80,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
271,"54.231.10.92,172.16.254.128"
286,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
54,"172.16.254.128,54.231.10.92"
1514,"54.231.10.92,172.16.254.128"
1187,"54.231.10.92,172.16.254.128"
264,"8.8.8.8,172.16.254.128"
1514,"88.221.83.80,172.16.254.128"
1514,"88.221.83.80,172.16.254.128"
526,"88.221.83.80,172.16.254.128"
1514,"88.221.83.80,172.16.254.128"
1514,"88.221.83.80,172.16.254.128"
526,"88.221.83.80,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
54,"172.16.254.128,88.221.83.80"
54,"172.16.254.128,88.221.83.80"
66,"172.16.254.128,23.192.162.171"
429,"172.16.254.128,88.221.83.80"
429,"172.16.254.128,88.221.83.80"
60,"88.221.83.80,172.16.254.128"
60,"88.221.83.80,172.16.254.128"
292,"88.221.83.80,172.16.254.128"
292,"88.221.83.80,172.16.254.128"
107,"172.16.254.128,88.221.83.80"
95,"172.16.254.128,88.221.83.80"
60,"88.221.83.80,172.16.254.128"
60,"88.221.83.80,172.16.254.128"
543,"172.16.254.128,88.221.83.80"
343,"172.16.254.128,88.221.83.80"
60,"88.221.83.80,172.16.254.128"
60,"88.221.83.80,172.16.254.128"
107,"88.221.83.80,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
282,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
1514,"88.221.83.80,172.16.254.128"
290,"88.221.83.80,172.16.254.128"
54,"172.16.254.128,88.221.83.80"
1514,"88.221.83.80,172.16.254.128"
1514,"88.221.83.80,172.16.254.128"
1478,"88.221.83.80,172.16.254.128"
1502,"88.221.83.80,172.16.254.128"
1502,"88.221.83.80,172.16.254.128"
1502,"88.221.83.80,172.16.254.128"
54,"172.16.254.128,88.221.83.80"
1502,"88.221.83.80,172.16.254.128"
1502,"88.221.83.80,172.16.254.128"
54,"172.16.254.128,88.221.83.80"
1502,"88.221.83.80,172.16.254.128"
1502,"88.221.83.80,172.16.254.128"
54,"172.16.254.128,88.221.83.80"
1502,"88.221.83.80,172.16.254.128"
535,"88.221.83.80,172.16.254.128"
54,"172.16.254.128,88.221.83.80"
1502,"88.221.83.80,172.16.254.128"
1502,"88.221.83.80,172.16.254.128"
54,"172.16.254.128,88.221.83.80"
1502,"88.221.83.80,172.16.254.128"
1502,"88.221.83.80,172.16.254.128"
54,"172.16.254.128,88.221.83.80"
1514,"88.221.83.80,172.16.254.128"
1490,"88.221.83.80,172.16.254.128"
1502,"88.221.83.80,172.16.254.128"
54,"172.16.254.128,88.221.83.80"
1502,"88.221.83.80,172.16.254.128"
60,"23.192.162.171,172.16.254.128"
54,"172.16.254.128,23.192.162.171"
286,"172.16.254.128,23.192.162.171"
60,"23.192.162.171,172.16.254.128"
1502,"88.221.83.80,172.16.254.128"
1502,"88.221.83.80,172.16.254.128"
1502,"88.221.83.80,172.16.254.128"
1502,"88.221.83.80,172.16.254.128"
1502,"88.221.83.80,172.16.254.128"
1514,"88.221.83.80,172.16.254.128"
1490,"88.221.83.80,172.16.254.128"
54,"172.16.254.128,88.221.83.80"
1502,"88.221.83.80,172.16.254.128"
1502,"88.221.83.80,172.16.254.128"
54,"172.16.254.128,88.221.83.80"
1502,"88.221.83.80,172.16.254.128"
1502,"88.221.83.80,172.16.254.128"
1502,"88.221.83.80,172.16.254.128"
1502,"88.221.83.80,172.16.254.128"
54,"172.16.254.128,88.221.83.80"
54,"172.16.254.128,88.221.83.80"
1514,"88.221.83.80,172.16.254.128"
1514,"88.221.83.80,172.16.254.128"
1514,"88.221.83.80,172.16.254.128"
1466,"88.221.83.80,172.16.254.128"
54,"172.16.254.128,88.221.83.80"
95,"172.16.254.128,88.221.83.80"
1502,"88.221.83.80,172.16.254.128"
60,"88.221.83.80,172.16.254.128"
1502,"88.221.83.80,172.16.254.128"
54,"172.16.254.128,88.221.83.80"
1502,"88.221.83.80,172.16.254.128"
1502,"88.221.83.80,172.16.254.128"
1502,"88.221.83.80,172.16.254.128"
54,"172.16.254.128,88.221.83.80"
1514,"88.221.83.80,172.16.254.128"
1490,"88.221.83.80,172.16.254.128"
1502,"88.221.83.80,172.16.254.128"
54,"172.16.254.128,88.221.83.80"
1502,"88.221.83.80,172.16.254.128"
1502,"88.221.83.80,172.16.254.128"
54,"172.16.254.128,88.221.83.80"
1502,"88.221.83.80,172.16.254.128"
1502,"88.221.83.80,172.16.254.128"
54,"172.16.254.128,88.221.83.80"
1502,"88.221.83.80,172.16.254.128"
1052,"88.221.83.80,172.16.254.128"
54,"172.16.254.128,88.221.83.80"
95,"172.16.254.128,88.221.83.80"
60,"88.221.83.80,172.16.254.128"
292,"88.221.83.80,172.16.254.128"
54,"172.16.254.128,88.221.83.80"
1502,"23.192.162.171,172.16.254.128"
1502,"23.192.162.171,172.16.254.128"
54,"172.16.254.128,23.192.162.171"
550,"23.192.162.171,172.16.254.128"
429,"172.16.254.128,23.192.162.171"
60,"23.192.162.171,172.16.254.128"
308,"23.192.162.171,172.16.254.128"
107,"172.16.254.128,23.192.162.171"
60,"23.192.162.171,172.16.254.128"
95,"172.16.254.128,23.192.162.171"
60,"23.192.162.171,172.16.254.128"
689,"172.16.254.128,23.192.162.171"
60,"23.192.162.171,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
252,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
107,"23.192.162.171,172.16.254.128"
1358,"23.192.162.171,172.16.254.128"
54,"172.16.254.128,23.192.162.171"
366,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
1110,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
166,"172.16.254.1,172.16.254.255"
54,"172.16.254.128,31.13.93.3"
60,"31.13.93.3,172.16.254.128"
60,"31.13.93.3,172.16.254.128"
54,"172.16.254.128,31.13.93.3"
54,"172.16.254.128,88.221.83.80"
60,"88.221.83.80,172.16.254.128"
81,"88.221.83.80,172.16.254.128"
54,"172.16.254.128,88.221.83.80"
60,"88.221.83.80,172.16.254.128"
475,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
42,"Vmware_b6:b5:48,Broadcast"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
294,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
554,"54.231.10.92,172.16.254.128"
430,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
461,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
318,"172.16.254.128,31.13.93.3"
95,"172.16.254.128,31.13.93.3"
60,"31.13.93.3,172.16.254.128"
60,"31.13.93.3,172.16.254.128"
99,"31.13.93.3,172.16.254.128"
95,"31.13.93.3,172.16.254.128"
54,"172.16.254.128,31.13.93.3"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
1514,"54.231.10.92,172.16.254.128"
1322,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
461,"172.16.254.128,54.231.10.92"
751,"54.231.10.92,172.16.254.128"
60,"54.231.10.92,172.16.254.128"
442,"172.16.254.128,54.231.10.92"
461,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
461,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
60,"54.231.10.92,172.16.254.128"
434,"172.16.254.128,54.231.10.92"
435,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
60,"54.231.10.92,172.16.254.128"
1452,"31.13.93.3,172.16.254.128"
268,"31.13.93.3,172.16.254.128"
54,"172.16.254.128,31.13.93.3"
1452,"31.13.93.3,172.16.254.128"
1294,"31.13.93.3,172.16.254.128"
54,"172.16.254.128,31.13.93.3"
1452,"31.13.93.3,172.16.254.128"
1514,"31.13.93.3,172.16.254.128"
1390,"31.13.93.3,172.16.254.128"
54,"172.16.254.128,31.13.93.3"
1514,"31.13.93.3,172.16.254.128"
449,"31.13.93.3,172.16.254.128"
54,"172.16.254.128,31.13.93.3"
42,"Vmware_b6:b5:48,Broadcast"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
340,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
556,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
54,"172.16.254.128,54.231.10.92"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
977,"54.231.10.92,172.16.254.128"
461,"172.16.254.128,54.231.10.92"
1514,"54.231.10.92,172.16.254.128"
658,"54.231.10.92,172.16.254.128"
60,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
436,"172.16.254.128,54.231.10.92"
1514,"54.231.10.92,172.16.254.128"
642,"54.231.10.92,172.16.254.128"
60,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
461,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
464,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
461,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
1514,"54.231.10.92,172.16.254.128"
294,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
1095,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
461,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
1262,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
461,"172.16.254.128,54.231.10.92"
1514,"54.231.10.92,172.16.254.128"
712,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
60,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
461,"172.16.254.128,54.231.10.92"
1428,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
1099,"54.231.10.92,172.16.254.128"
60,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
54,"172.16.254.128,54.231.10.92"
1514,"54.231.10.92,172.16.254.128"
733,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
461,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
439,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
437,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
795,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
1514,"54.231.10.92,172.16.254.128"
464,"172.16.254.128,54.231.10.92"
720,"54.231.10.92,172.16.254.128"
60,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
1514,"54.231.10.92,172.16.254.128"
849,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
461,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
645,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
461,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
461,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
566,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
461,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
822,"54.231.10.92,172.16.254.128"
461,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
1514,"54.231.10.92,172.16.254.128"
824,"54.231.10.92,172.16.254.128"
1261,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
1514,"54.231.10.92,172.16.254.128"
1150,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
461,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
461,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
464,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
826,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
461,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
830,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
461,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
934,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
651,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
642,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
461,"172.16.254.128,54.231.10.92"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
60,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
461,"172.16.254.128,54.231.10.92"
1514,"54.231.10.92,172.16.254.128"
60,"54.231.10.92,172.16.254.128"
461,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
358,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
461,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
207,"54.231.10.92,172.16.254.128"
461,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
663,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
461,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
1514,"54.231.10.92,172.16.254.128"
634,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
1514,"54.231.10.92,172.16.254.128"
627,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
1514,"54.231.10.92,172.16.254.128"
630,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
1514,"54.231.10.92,172.16.254.128"
616,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
1514,"54.231.10.92,172.16.254.128"
821,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
1514,"54.231.10.92,172.16.254.128"
716,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
367,"172.16.254.128,54.231.10.92"
60,"54.231.10.92,172.16.254.128"
42,"Vmware_b6:b5:48,Broadcast"
1514,"54.231.10.92,172.16.254.128"
338,"54.231.10.92,172.16.254.128"
54,"172.16.254.128,54.231.10.92"
80,"172.16.254.128,8.8.8.8"
116,"8.8.8.8,172.16.254.128"
66,"172.16.254.128,81.166.122.238"
96,"8.8.8.8,172.16.254.128"
116,"8.8.8.8,172.16.254.128"
60,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
485,"172.16.254.128,81.166.122.238"
60,"81.166.122.238,172.16.254.128"
1502,"81.166.122.238,172.16.254.128"
1502,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
850,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
54,"172.16.254.128,81.166.122.238"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1466,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1358,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
54,"172.16.254.128,81.166.122.238"
1502,"81.166.122.238,172.16.254.128"
1502,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1514,"81.166.122.238,172.16.254.128"
1490,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1454,"81.166.122.238,172.16.254.128"
1502,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1502,"81.166.122.238,172.16.254.128"
1502,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1514,"81.166.122.238,172.16.254.128"
1490,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1454,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
55,"172.16.254.128,216.58.208.206"
60,"216.58.208.206,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1466,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1502,"81.166.122.238,172.16.254.128"
1502,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1502,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1490,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1502,"81.166.122.238,172.16.254.128"
1502,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1502,"81.166.122.238,172.16.254.128"
1502,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1502,"81.166.122.238,172.16.254.128"
1502,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1502,"81.166.122.238,172.16.254.128"
1502,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1502,"81.166.122.238,172.16.254.128"
1502,"81.166.122.238,172.16.254.128"
1502,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1502,"81.166.122.238,172.16.254.128"
1502,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1502,"81.166.122.238,172.16.254.128"
1502,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1502,"81.166.122.238,172.16.254.128"
1502,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1502,"81.166.122.238,172.16.254.128"
1502,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1466,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1502,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1478,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1502,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1490,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1502,"81.166.122.238,172.16.254.128"
1502,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1502,"81.166.122.238,172.16.254.128"
1502,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1514,"81.166.122.238,172.16.254.128"
1418,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
54,"172.16.254.128,81.166.122.238"
1502,"81.166.122.238,172.16.254.128"
1502,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1502,"81.166.122.238,172.16.254.128"
1502,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1502,"81.166.122.238,172.16.254.128"
1502,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1502,"81.166.122.238,172.16.254.128"
1502,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1502,"81.166.122.238,172.16.254.128"
1502,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1502,"81.166.122.238,172.16.254.128"
1502,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
1502,"81.166.122.238,172.16.254.128"
1502,"81.166.122.238,172.16.254.128"
54,"172.16.254.128,81.166.122.238"
